0.000 0.000000 1.000000
0.010 0.000729 1.000000
0.020 0.001414 1.000000
0.030 0.002039 1.000000
0.040 0.002581 1.000000
0.050 0.003120 1.000000
0.060 0.003620 1.000000
0.070 0.004105 1.000000
0.080 0.004464 1.000000
0.090 0.004846 1.000000
0.100 0.005206 1.000000
0.110 0.005569 1.000000
0.120 0.005817 1.000000
0.130 0.006154 1.000000
0.140 0.006452 1.000000
0.150 0.006771 1.000000
0.160 0.006979 1.000000
0.170 0.007265 1.000000
0.180 0.007515 1.000000
0.190 0.007727 1.000000
0.200 0.007823 1.000000
0.210 0.008011 1.000000
0.220 0.008246 1.000000
0.230 0.008490 1.000000
0.240 0.008559 1.000000
0.250 0.008756 1.000000
0.260 0.008946 1.000000
0.270 0.009150 1.000000
0.280 0.009212 1.000000
0.290 0.009389 1.000000
0.300 0.009576 1.000000
0.310 0.009715 1.000000
0.320 0.009696 0.960000
0.330 0.009845 0.960000
0.340 0.010015 0.960000
0.350 0.010182 0.960000
0.360 0.010161 0.960000
0.370 0.010238 0.960000
0.380 0.010326 0.960000
0.390 0.010448 0.960000
0.400 0.010497 0.960000
0.410 0.010622 0.960000
0.420 0.010761 0.960000
0.430 0.010898 0.960000
0.440 0.010933 0.960000
0.450 0.011058 0.960000
0.460 0.011191 0.960000
0.470 0.011319 0.960000
0.480 0.011341 0.960000
0.490 0.011454 0.960000
0.500 0.011575 0.960000
0.510 0.011691 0.960000
0.520 0.011718 0.960000
0.530 0.011831 0.960000
0.540 0.011945 0.960000
0.550 0.012052 0.960000
0.560 0.012041 0.960000
0.570 0.012118 0.960000
0.580 0.012211 0.960000
0.590 0.012311 0.960000
0.600 0.012309 0.960000
0.610 0.012411 0.960000
0.620 0.012512 0.960000
0.630 0.012609 0.960000
0.640 0.012609 0.960000
0.650 0.012703 0.960000
0.660 0.012793 0.960000
0.670 0.012880 0.960000
0.680 0.012868 0.960000
0.690 0.012954 0.960000
0.700 0.013023 0.960000
0.710 0.013110 0.960000
0.720 0.013033 0.960000
0.730 0.013087 0.960000
0.740 0.013151 0.960000
0.750 0.013230 0.960000
0.760 0.013195 0.960000
0.770 0.013268 0.960000
0.780 0.013341 0.960000
0.790 0.013418 0.960000
0.800 0.013397 0.960000
0.810 0.013473 0.960000
0.820 0.013552 0.960000
0.830 0.013622 0.960000
0.840 0.013585 0.960000
0.850 0.013654 0.960000
0.860 0.013720 0.960000
0.870 0.013789 0.960000
0.880 0.013752 0.960000
0.890 0.013817 0.960000
0.900 0.013882 0.960000
0.910 0.013947 0.960000
0.920 0.013918 0.960000
0.930 0.013970 0.960000
0.940 0.014025 0.960000
0.950 0.014081 0.960000
0.960 0.014033 0.940000
0.970 0.014098 0.940000
0.980 0.014158 0.940000
0.990 0.014218 0.940000
1.000 0.014170 0.940000
1.010 0.014224 0.940000
1.020 0.014280 0.940000
1.030 0.014335 0.940000
1.040 0.014298 0.940000
1.050 0.014353 0.940000
1.060 0.014412 0.940000
1.070 0.014466 0.940000
1.080 0.014422 0.940000
1.090 0.014475 0.940000
1.100 0.014532 0.940000
1.110 0.014589 0.940000
1.120 0.014549 0.940000
1.130 0.014605 0.940000
1.140 0.014661 0.940000
1.150 0.014713 0.940000
1.160 0.014670 0.940000
1.170 0.014717 0.940000
1.180 0.014770 0.940000
1.190 0.014824 0.920000
1.200 0.014769 0.920000
1.210 0.014792 0.920000
1.220 0.014807 0.920000
1.230 0.014858 0.920000
1.240 0.014810 0.920000
1.250 0.014858 0.920000
1.260 0.014907 0.920000
1.270 0.014955 0.920000
1.280 0.014914 0.920000
1.290 0.014959 0.920000
1.300 0.015006 0.920000
1.310 0.015054 0.920000
1.320 0.014992 0.920000
1.330 0.015032 0.920000
1.340 0.015025 0.920000
1.350 0.014993 0.920000
1.360 0.014907 0.920000
1.370 0.014948 0.920000
1.380 0.014991 0.920000
1.390 0.015030 0.920000
1.400 0.014977 0.920000
1.410 0.015020 0.920000
1.420 0.015061 0.920000
1.430 0.015102 0.920000
1.440 0.015052 0.920000
1.450 0.015089 0.920000
1.460 0.015128 0.920000
1.470 0.015156 0.920000
1.480 0.015068 0.920000
1.490 0.015097 0.920000
1.500 0.015134 0.920000
1.510 0.015165 0.920000
1.520 0.015104 0.920000
1.530 0.015147 0.920000
1.540 0.015183 0.920000
1.550 0.015219 0.920000
1.560 0.015166 0.880000
1.570 0.015197 0.880000
1.580 0.015228 0.880000
1.590 0.015269 0.880000
1.600 0.015173 0.880000
1.610 0.015204 0.880000
1.620 0.015233 0.880000
1.630 0.015248 0.880000
1.640 0.015181 0.880000
1.650 0.015205 0.880000
1.660 0.015240 0.880000
1.670 0.015269 0.880000
1.680 0.015182 0.880000
1.690 0.015197 0.880000
1.700 0.015223 0.880000
1.710 0.015247 0.880000
1.720 0.015164 0.880000
1.730 0.015185 0.880000
1.740 0.015210 0.880000
1.750 0.015242 0.880000
1.760 0.015177 0.880000
1.770 0.015186 0.880000
1.780 0.015208 0.880000
1.790 0.015232 0.880000
1.800 0.015147 0.880000
1.810 0.015171 0.880000
1.820 0.015194 0.880000
1.830 0.015221 0.880000
1.840 0.015152 0.880000
1.850 0.015187 0.880000
1.860 0.015213 0.880000
1.870 0.015236 0.880000
1.880 0.015177 0.880000
1.890 0.015212 0.880000
1.900 0.015246 0.880000
1.910 0.015283 0.880000
1.920 0.015210 0.880000
1.930 0.015227 0.880000
1.940 0.015253 0.880000
1.950 0.015283 0.880000
1.960 0.015222 0.880000
1.970 0.015254 0.880000
1.980 0.015287 0.880000
1.990 0.015311 0.880000
2.000 0.015242 0.880000
2.010 0.015273 0.880000
2.020 0.015300 0.880000
2.030 0.015326 0.880000
2.040 0.015272 0.880000
2.050 0.015300 0.880000
2.060 0.015328 0.860000
2.070 0.015351 0.860000
2.080 0.015289 0.860000
2.090 0.015323 0.860000
2.100 0.015354 0.860000
2.110 0.015385 0.860000
2.120 0.015334 0.860000
2.130 0.015361 0.860000
2.140 0.015389 0.860000
2.150 0.015415 0.860000
