2.160 0.015363 0.860000
2.170 0.015394 0.860000
2.180 0.015424 0.860000
2.190 0.015453 0.860000
2.200 0.015397 0.860000
2.210 0.015427 0.860000
2.220 0.015457 0.860000
2.230 0.015483 0.860000
2.240 0.015406 0.860000
2.250 0.015429 0.860000
2.260 0.015442 0.860000
2.270 0.015471 0.860000
2.280 0.015417 0.860000
2.290 0.015441 0.860000
2.300 0.015464 0.860000
2.310 0.015490 0.860000
2.320 0.015430 0.820000
2.330 0.015461 0.820000
2.340 0.015491 0.820000
2.350 0.015521 0.820000
2.360 0.015470 0.820000
2.370 0.015465 0.820000
2.380 0.015479 0.820000
2.390 0.015505 0.820000
2.400 0.015458 0.820000
2.410 0.015486 0.820000
2.420 0.015514 0.820000
2.430 0.015542 0.820000
2.440 0.015490 0.820000
2.450 0.015498 0.820000
2.460 0.015511 0.820000
2.470 0.015523 0.820000
2.480 0.015468 0.820000
2.490 0.015494 0.820000
2.500 0.015520 0.820000
2.510 0.015547 0.820000
2.520 0.015497 0.820000
2.530 0.015524 0.820000
2.540 0.015550 0.820000
2.550 0.015575 0.820000
2.560 0.015521 0.820000
2.570 0.015543 0.820000
2.580 0.015567 0.820000
2.590 0.015589 0.820000
